#,نام بازی,امتیاز,سطح,زمان,کاربر,نام کاربری,مدت(ثانیه),زمان واکنش(میلی ثانیه),جزئیات,پاسخ های درست,پاسخ های غلط,رشته درست و غلط,تنظیمات پیشرفته,پایان یافته,بیشتر
849992,گمشده در دریا,14950,36,8/7/2023 11:22:10 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,31,"829,696,931,847,763,612,581,748,680,730,797,697,696,746,862,666,630","TFS:[TTTTTTTTTTTTTTTTT] RTS:[833,700,933,849,783,617,584,749,683,733,800,700,700,750,865,683,633] HDS:[0P2nx,0MOnS,0aKnQ,0MqnO,0LKnx,4MenS,4b8nR,4Rsnv,4MOnO,4QMnu,8bInV,8a4nU,8fenV,8MYny,8hcnz,Cgcny,Cd8nT] CHD:[]",17,0,TTTTTTTTTTTTTTTTT,,TRUE,
849992,گمشده در دریا,13250,36,8/7/2023 11:21:38 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,38,"880,1096,748,715,645,542,593,697,948,728,631,913,793,847,946,798,631,647,880,963","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[883,1100,750,720,650,549,600,701,950,732,633,917,800,849,950,800,634,649,883,968] HDS:[0L8nx,0cany,0hqnP,0PcnR,0Rqnz,4a8nQ,4d8nz,4eonQ,4P8nx,4bunV,8LMnx,8fonV,8cKnu,8QOnu,8NKnz,CPMnx,Ccunu,CMYnO,CNKnT,Cc4ny] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849992,گمشده در دریا,11250,36,8/7/2023 11:21:00 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,37,"1127,829,679,578,731,961,664,745,611,530,1046,663,677,796,837,629,744,643,646,809","TFS:[TTTTTTTTTTTTTTTTFTTT] RTS:[1133,833,683,583,733,967,667,750,616,533,1050,666,683,800,850,633,750,650,649,816] HDS:[0a6n#,0h2nP,0a8nQ,0aYnU,0N2nP,4QKnS,4RanP,4KanQ,4RqnP,4NunP,8L4nx,8K4n#,8dKnv,8d4nv,8fonx,CfOnx,CN4n#,CaIn#,CfMnx,ChsnT] CHD:[]",19,1,TTTTTTTTTTTTTTTTFTTT,,FALSE,
849992,گمشده در دریا,9400,36,8/7/2023 11:20:22 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,40,"659,646,2541,744,927,697,829,962,790,979,643,929,930,678,612,727,810,678,594,713","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[667,650,2549,749,933,700,833,967,799,983,650,933,933,683,616,732,818,683,600,716] HDS:[0POn$,0PunR,0aen#,0OYn#,0guny,4aqnw,4hunv,4eKn#,4K4n#,4aenw,8cqnS,8bqnx,8NOnv,8OMn#,8gcnu,CNMnP,Cfsn$,CdunP,CgMny,Cb8nV] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849992,گمشده در دریا,7400,36,8/7/2023 11:19:42 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,37,"629,596,846,643,845,627,962,960,709,844,878,663,961,694,663,647,746,592,728,578","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[634,600,850,650,850,633,967,966,716,850,884,666,966,699,667,649,750,599,733,583] HDS:[0fOnR,0PcnR,0aonw,0c8ny,0c6nO,4KsnU,4Oenw,4R4nz,4hInv,4bInR,8hanT,8Rqnv,8Pcn$,8d6nT,8aonw,Ccunu,CPInR,Cgcny,CLMnR,CPsnR] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849992,گمشده در دریا,5400,36,8/7/2023 11:19:04 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,40,"812,728,760,830,661,1043,762,745,613,2696,797,960,661,842,662,860,643,661,679,694","TFS:[TTTTTTTTTTTTTTTFTTTT] RTS:[816,733,766,833,666,1050,767,750,616,2700,800,967,667,849,667,867,650,666,683,699] HDS:[0fanR,0ManS,0dqnP,0Lenx,0a8nQ,4Psn$,4h8nP,4c2nO,4Ronv,4OOnw,8PsnR,8g8ny,8Pan$,8N4nz,8MKnO,CP8nU,CgMnS,CbsnR,CQ8nO,Cdcnv] CHD:[]",19,1,TTTTTTTTTTTTTTTFTTTT,,FALSE,
849992,گمشده در دریا,3550,36,8/7/2023 11:18:24 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,40,"809,741,629,944,847,760,1092,626,2996,879,624,1026,662,914,811,645,655,712,679,662","TFS:[TTTTFTTTTTTTTTTTTFTT] RTS:[816,749,633,950,849,766,1100,633,2999,883,632,1033,667,916,817,650,666,716,683,667] HDS:[0fYnV,0KonU,0PsnR,0aInw,0aanx,4aan#,4PsnV,4fcn$,4KKnw,4PKnR,8bMnV,8N6nz,8asnQ,8OcnQ,8M4nS,CNqnv,Ch8nz,COOnx,CfunR,CcKnO] CHD:[]",18,2,TTTTFTTTTTTTTTTTTFTT,,FALSE,
849992,گمشده در دریا,1850,36,8/7/2023 11:17:43 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,36,"1885,677,543,801,563,546,663,895,576,595,624,813,776,777,776,696,693,696,732,911","TFS:[TTTTTTTTTTTTFTTTTTTT] RTS:[1888,683,549,816,566,550,666,900,583,600,633,817,783,783,783,700,700,700,734,916] HDS:[0Kcnw,0hunT,0gsnS,0gIny,0g2nO,4eenQ,4fenx,4dKnv,4MYny,4gunu,8hqnz,8dqnv,8c2n#,8KKnQ,8P6nV,Ce2n#,Ceun#,Cd4nv,CPYnR,CPenR] CHD:[]",19,1,TTTTTTTTTTTTFTTTTTTT,,FALSE,
849991,مسئول کنترل,13400,20,8/7/2023 11:16:46 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,426,"269,351,403,252,288,374,516,266,333,516,317,233,250,233,117,184,184,234,250,283,354,268,308,379,1,218,310,395,247,169,324,403,216,185,242,342,236,383,53,370,1,233,248,263,273,217,311,260,255,304","TFS:[TTTTTTFTTFFTTTTTTTTTTTTFFTTFTTTFTTTTTFFFFTTTTTTTTT] RTS:[280,352,408,254,297,383,519,272,348,520,332,250,262,240,130,196,191,247,254,289,364,282,324,399,4,233,329,399,262,185,340,399,251,199,281,350,253,380,79,399,12,286,293,310,305,262,361,325,310,365] HDS:[000,00N,00j,018,01T,11t,11#,12S,12c,12y,12z,13N,13W,13n,149,24Q,24#,258,25K,25e,360,36L,36g,375,376,37M,37k,37t,38I,38j,38v,398,39g,39y,3AE,3AS,3Au,3B0,3B1,3BK,3BL,3Bd,3C1,3CG,3Cc,3Cv,3DB,3Dl,3Dy,3ED] CHD:[5KM1DDGF9CGHI7G2C7G9FIF3L784M8HJJ7A7J6LI4HJH7I505I1I552FL0529H9FB8H2BFI02GA241CC32342A3GAG94JI766CMF6CGEIIH43LLA00FH73G7LLBID72A634K24EHB45GA53AG5JHAG7AHE6HEJ2L8D2L9JE0GIJD3FJC8CBA0A86044G829ACK9A4LJJ4B9FAJ90I65CC7BJE53LKFH254HEGD7CLBC7E479E5F73J13I7G9557862G879JF35L05AKGI862J5E2E68H9B91F86F3G382HGAB520G4L2E2AFIECG348JF7H1BAE8J397J14J486AL3AE3DA678443BIE0GBI68362K4F69G3A3ILLJE7G8CBH87H2K3CE27HA7F5GB7HJC9G8FD73JBLGCJHC6GACA2805EK4F4HH5HG55J4FL9HI7H784I0CIMHBB2FL8839EA7C42DL3G9C2C3J3G6L30CA4F4G04KE5IF925CM0233FEF745GHEGI26C3BIJ7A42KF7FI2350FBA3273638A63204GF10366LIH29C6KH979IGE0C07GIFM369I5GI820637G0JL5C99324097HJ2JC9DLBG9J3AA74HJLH3E9186B9A2I8A853H7BG0KJJ5CAC7G3JEH4KLHBB670L4AB470L8G8G988952B4D25GGCI8MHB7ECBIH0928GIL2HGIM4AAG48CCH2HJ0HAABCK6HB60F053LHI56BJLJ2846F6H1IG53F53A70F2BB1HHF5LC0CFB4HI5BB2CHHBMCJF00H36EGH2A4555JDE2F83C4A94B7649H0M0GCC5H05I04B6L8GHB7867IH7LF945G39LJKI0H4G68A2JLC1AI7548GLLL9B780IKHB84G70F]",39,11,TTTTTTFTTFFTTTTTTTTTTTTFFTTFTTTFTTTTTFFFFTTTTTTTTT,,TRUE,
849990,حافظه عسلی,65800,21,8/7/2023 11:09:17 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,13,"1415,433,432,850,717,966,598,516,483,516,2117","TFS:[TTTTTTTTTTT] RTS:[1413,436,432,847,720,966,596,516,483,517,2116] HDS:[1,4,A,0,9,3,7,B,2,6,8] CHD:[2E56165130963151107234951057226B890005896920234A4D2423686A24038B482307494A0]",11,0,TTTTTTTTTTT,,TRUE,
849990,حافظه عسلی,61400,21,8/7/2023 11:08:59 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,14,"1266,966,1150,449,600,1000,800,533,633,799,1150,5633","TFS:[TFTTTTTTTFTT] RTS:[1265,968,1151,447,600,1000,800,532,634,800,1149,5633] HDS:[B,J,6,A,0,9,5,3,7,G,1,8] CHD:[2E5A111D11361239303C13391436204D6B2305698A2721886705234D4500054C6B08224A4D2]",10,2,TFTTTTTTTFTT,,FALSE,
849990,حافظه عسلی,57800,21,8/7/2023 11:08:39 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,13,"678,598,783,899,616,449,499,534,1216,3616,1199,2317","TFS:[TTTTTTTTTFFT] RTS:[687,596,785,898,616,449,500,536,1214,3616,1199,2316] HDS:[0,6,8,2,4,A,3,1,7,S,W,5] CHD:[2E56713192317335741455115714224B4922006C6C2520488900034A8D06248D4A23026D8B2]",10,2,TTTTTTTTTFFT,,FALSE,
849990,حافظه عسلی,54200,21,8/7/2023 11:08:21 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,8,"1049,516,733,484,415,466,833,600,549,1616,616,933","TFS:[TTTTTTTTTFFT] RTS:[1048,516,735,484,413,466,834,598,549,1617,615,934] HDS:[A,6,0,2,4,7,3,5,1,R,F,B] CHD:[4E549A357815591696315C379710006B6A04044C8C0106684602004D6B24226D8725016A852]",10,2,TTTTTTTTTFFT,,FALSE,
849990,حافظه عسلی,50600,21,8/7/2023 11:08:08 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,8,"848,499,701,515,517,899,1033,666,584,598,532,1351","TFS:[TTTTTTFTFTTF] RTS:[847,499,702,514,518,897,1033,666,585,597,533,1351] HDS:[A,0,4,8,6,2,P,B,D,1,5,L] CHD:[4E59747C93587577527850789390228B8921214A8700058B6D0404878722044C4C0506668D2]",9,3,TTTTTTFTFTTF,,FALSE,
849990,حافظه عسلی,47600,21,8/7/2023 11:07:56 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,10,"816,749,600,983,599,1783,1850,716,450,666,649,617","TFS:[TTTTFFFTFTTT] RTS:[814,750,602,983,597,1783,1851,714,451,666,647,616] HDS:[8,0,2,A,Y,I,C,3,O,7,5,B] CHD:[4E587137933B551D5419711C7634248B8D07204D6A2220674D23018D8C0825894800236C4C2]",8,4,TTTTFFFTFTTT,,FALSE,
849990,حافظه عسلی,45200,21,8/7/2023 11:07:42 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,9,"1211,733,466,416,583,500,516,915,633,1882,667,683","TFS:[TTTTTTTTTFTF] RTS:[1214,732,466,416,584,498,518,914,633,1882,667,684] HDS:[8,4,6,0,9,5,B,2,1,Z,3,J] CHD:[4E5A5C3C7C1A991B7D169A3D7A140148872302494D21048D8604226868032087650200698B0]",10,2,TTTTTTTTTFTF,,FALSE,
849990,حافظه عسلی,41600,21,8/7/2023 11:07:29 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,16,"1398,533,516,766,833,800,500,1199,1750,566,6716,1050","TFS:[TTTTTFTTTTFT] RTS:[1397,533,516,765,833,799,500,1199,1750,566,6717,1051] HDS:[2,0,A,8,4,V,6,B,7,5,P,9] CHD:[4E5D139D305932763259109C1553214B6B04274C6B20284D65020589680004686601244C4A2]",10,2,TTTTTFTTTTFT,,FALSE,
849990,حافظه عسلی,38000,21,8/7/2023 11:07:09 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,15,"1433,666,483,467,499,499,716,517,716,2449,2366,4417","TFS:[TTTTTTTTTTTT] RTS:[1432,666,483,469,499,499,714,518,715,2449,2366,4418] HDS:[9,3,4,6,A,0,5,B,1,2,8,7] CHD:[6E5A1B5D39593A9A3C9C17591B720385482124486520214C4724246D6B210067870405884B0]",12,0,TTTTTTTTTTTT,,FALSE,
849990,حافظه عسلی,33200,21,8/7/2023 11:06:51 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,9,"1365,667,500,666,584,1016,1049,516,1133,583,715,683","TFS:[TTTTTTTFTFTF] RTS:[1364,666,501,664,583,1016,1049,516,1133,585,714,683] HDS:[2,6,A,8,0,4,B,G,3,C,5,S] CHD:[6E585117953B961A7339543A551623488B04028C8922216D6C030187680722496A08236C6C2]",9,3,TTTTTTTFTFTF,,FALSE,
849990,حافظه عسلی,30200,21,8/7/2023 11:06:38 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,12,"1167,566,950,566,500,1066,549,533,1783,1149,2633,666","TFS:[TTTTTTTFFTTT] RTS:[1167,566,950,565,500,1066,550,533,1783,1149,2633,667] HDS:[0,4,9,B,1,2,8,U,M,A,5,7] CHD:[6E58731B9118513B503B743C941500688C0523664927218A8A0821698D00026C6802214C490]",10,2,TTTTTTTFFTTT,,FALSE,
849990,حافظه عسلی,26600,21,8/7/2023 11:06:23 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,11,"1499,582,483,600,733,782,783,599,850,1666,799,1666","TFS:[TTTTTFTTTTTF] RTS:[1500,582,482,600,733,782,783,599,850,1666,798,1666] HDS:[A,4,5,3,2,L,8,6,0,7,9,Z] CHD:[6E549C13973556327B337B167533044C6A20016C880322884D22234B4605068D4921206A6C2]",10,2,TTTTTFTTTTTF,,FALSE,
849990,حافظه عسلی,23000,21,8/7/2023 11:06:08 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,17,"1883,549,483,467,515,850,566,3299,633,3066,4467,648","TFS:[TTTTTTTTTTFF] RTS:[1883,550,483,468,514,852,564,3299,633,3066,4468,648] HDS:[7,1,5,3,9,B,8,0,A,4,L,T] CHD:[6E5238933A90199037973B711755034D680700668A24238C6D0624494B03028C4A05204B890]",10,2,TTTTTTTTTTFF,,FALSE,
849990,حافظه عسلی,19400,22,8/7/2023 11:05:48 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,15,"832,1167,817,582,767,515,883,499,533,1099,733,5899,1533","TFS:[TTTTTTTTTTTFT] RTS:[832,1168,817,580,769,513,883,499,534,1099,734,5899,1532] HDS:[B,5,9,1,6,2,A,4,0,C,8,E,3] CHD:[0E501673327135743096347035961101896925078B8905236A8C27034A6B22244C6B0200698A2407484]",12,1,TTTTTTTTTTTFT,,FALSE,
849990,حافظه عسلی,14800,22,8/7/2023 11:05:25 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,14,"1332,566,533,516,616,1416,900,650,599,1233,733,3332,1966","TFS:[TTTTTFTTFTTFT] RTS:[1330,567,535,514,615,1416,900,651,597,1233,734,3332,1966] HDS:[6,C,8,A,4,E,1,B,Y,3,7,M,2] CHD:[0E595497937B525C927B909C739D7625886D2201474A03018D8D01054B6A2426898C0122876B04016A6]",10,3,TTTTTFTTFTTFT,,FALSE,
849990,حافظه عسلی,11400,22,8/7/2023 11:05:05 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,15,"916,1216,917,483,766,449,466,567,599,3733,2082,2000,1083","TFS:[TTTTTTTTTFFFT] RTS:[916,1217,917,483,767,448,464,568,597,3735,2082,1999,1084] HDS:[6,0,1,9,2,4,5,B,3,P,L,E,A] CHD:[0E5392355536563670335331761098204B670420686B230469490203684C24074A6B01268C4C00076D6]",10,3,TTTTTTTTTFFFT,,FALSE,
849990,حافظه عسلی,8000,22,8/7/2023 11:04:42 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,10,"1050,516,583,983,533,766,583,633,516,617,914,1767,866","TFS:[TTTTTTTTTTTFT] RTS:[1052,514,584,982,532,766,583,634,515,618,913,1768,865] HDS:[9,1,5,7,3,B,2,A,4,8,6,D,C] CHD:[0E503C1638343D1519331B35373112258B8D22008D6A00026A480404684906056A8C27034B6B0546678]",12,1,TTTTTTTTTTTFT,,FALSE,
849990,حافظه عسلی,3400,22,8/7/2023 11:04:25 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,8,"1748,815,450,501,449,1183,2433,566,599,701,815,633,1349","TFS:[TTTTTTTTTFTFF] RTS:[1751,814,450,502,449,1183,2433,567,599,702,813,633,1349] HDS:[2,A,0,6,3,1,9,5,C,W,8,V,R] CHD:[0E597716783D5A385B1B59399C1A50214C8D020046450303676622246C4D21044C6B24024D6C2600674]",10,3,TTTTTTTTTFTFF,,FALSE,
849989,گروه سرود,27200,17,8/7/2023 11:03:54 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,24,"649,2449,477","TFS:[TTT] RTS:[646,2449,475] HDS:[3,2,3] CHD:[04A17023689C80B47233230A77AA]",3,0,TTT,,TRUE,
849989,گروه سرود,26000,17,8/7/2023 11:03:28 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,27,"1804,631,495,1049,895,582,657,547","TFS:[TTTTTTTT] RTS:[1808,630,496,1049,893,581,656,547] HDS:[3,2,3,0,A,7,7,A] CHD:[04A17023689C80B47233230A77A]",8,0,TTTTTTTT,,FALSE,
849989,گروه سرود,22800,17,8/7/2023 11:02:58 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,23,"1786,450,519,1263,480,497,1096","TFS:[TTTTTTT] RTS:[1787,463,532,1260,479,496,1100] HDS:[3,2,3,0,A,7,7] CHD:[04A17023689C80B47233230A77]",7,0,TTTTTTT,,FALSE,
849989,گروه سرود,20000,17,8/7/2023 11:02:31 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,32,"3555,1051,548,663,5270","TFS:[TTTTF] RTS:[3558,1050,545,660,5267] HDS:[1,B,5,1,1] CHD:[07B08256410B1A86C341B5184B7]",4,1,TTTTF,,FALSE,
849989,گروه سرود,18600,17,8/7/2023 11:01:57 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,24,"2268,928,462,938,950,666,932","TFS:[TTTTTTT] RTS:[2270,927,461,934,951,664,935] HDS:[1,B,5,1,8,4,B] CHD:[07B08256410B1A86C341B5184B]",7,0,TTTTTTT,,FALSE,
849989,گروه سرود,15800,17,8/7/2023 11:01:29 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,37,"2054,682,430,501,2839,594,565,861,1217,916","TFS:[TTTTTTTTTT] RTS:[2057,678,430,512,2839,594,565,864,1232,914] HDS:[6,1,0,7,5,6,7,7,4,5] CHD:[0B652409177936A4C186107567745]",10,0,TTTTTTTTTT,,FALSE,
849989,گروه سرود,11800,17,8/7/2023 11:00:50 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,30,"1131,260,1615,581,499,732,512,496,685","TFS:[TTTTTTTTT] RTS:[1131,259,1612,579,499,729,511,500,685] HDS:[6,1,0,7,5,6,7,7,4] CHD:[0B652409177936A4C18610756774]",9,0,TTTTTTTTT,,FALSE,
849989,گروه سرود,8200,17,8/7/2023 11:00:18 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,28,"3547,516,417,538,517,997,515,867","TFS:[TTTTTTTT] RTS:[3544,515,417,537,518,997,515,869] HDS:[6,1,0,7,5,6,7,7] CHD:[0B652409177936A4C1861075677]",8,0,TTTTTTTT,,FALSE,
849989,گروه سرود,5000,17,8/7/2023 10:59:47 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,21,"1438,278,362,549,514,432,349","TFS:[TTTTTTT] RTS:[1465,281,361,550,516,429,347] HDS:[6,1,0,7,5,6,7] CHD:[0B652409177936A4C186107567]",7,0,TTTTTTT,,FALSE,
849989,گروه سرود,2200,17,8/7/2023 10:59:24 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,31,"1818,515,649,1212,1385,931,7247","TFS:[TTTTTTF] RTS:[1827,512,648,1212,1398,929,7247] HDS:[9,4,1,9,B,1,4] CHD:[0483610BA941569C2039419B1B]",6,1,TTTTTTF,,FALSE,
849988,گمشده در دریا,12900,36,8/7/2023 9:46:08 AM,31361c91-1659-4d36-8710-a39c01784035,aida,18,"598,1081,682,699,762,764,730,830,846","TFS:[TTTTTTTTT] RTS:[600,1083,685,700,766,766,733,833,849] HDS:[0fInx,0KcnQ,0cenO,0PqnR,0O4n#,4c4nO,4MInO,4LYnV,4Oen#] CHD:[]",9,0,TTTTTTTTT,,TRUE,
849988,گمشده در دریا,12000,36,8/7/2023 9:45:49 AM,31361c91-1659-4d36-8710-a39c01784035,aida,38,"813,731,829,796,631,663,1097,814,863,997,814,798,813,881,712,759,682,731,781,798","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[817,733,833,799,633,667,1099,816,866,1002,816,800,816,883,716,766,683,731,783,801] HDS:[0fun$,0eKnQ,0K8nU,0LqnV,0fOnR,4Len$,4NMnT,4fMnR,4h8nz,4bon$,8N4nP,8Panx,8OqnU,8dKnv,8Mqny,Ch2nT,Ch2nv,Cf4nx,CPonR,CcInu] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849988,گمشده در دریا,10000,36,8/7/2023 9:45:11 AM,31361c91-1659-4d36-8710-a39c01784035,aida,36,"748,564,646,798,863,647,628,797,598,763,648,763,812,597,748,709,565,711,727,780","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[749,567,649,800,866,651,632,800,599,767,650,766,817,599,751,718,567,716,733,782] HDS:[0Kunw,0cKnu,0aMnU,0fcnR,0hcnz,4g2nu,4esn#,4P4nV,4Lqnx,4aunU,8MYnu,8d4nT,8L4n$,8POnx,8h6nP,CQMnO,CP6nx,CeIn#,CLonV,CNonT] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849988,گمشده در دریا,8000,36,8/7/2023 9:44:34 AM,31361c91-1659-4d36-8710-a39c01784035,aida,36,"565,798,780,646,681,696,615,914,614,781,764,697,665,580,665,747,614,648,665,693","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[566,801,783,650,682,700,617,917,615,783,766,700,667,582,667,749,617,651,667,700] HDS:[0gYnu,0OKnQ,0fon$,0gMny,0L2nR,4Len$,4fYnR,4M6nu,4cKnu,4LInx,8hYnP,8Kcn#,8Monu,8MIny,8dOnP,CKYnw,Ceunw,CMonu,COYnw,Ca4n#] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849988,گمشده در دریا,6000,36,8/7/2023 9:43:57 AM,31361c91-1659-4d36-8710-a39c01784035,aida,37,"674,705,746,830,698,565,781,614,697,631,731,747,680,746,696,732,597,780,730,847","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[681,712,750,832,700,566,786,617,699,633,732,750,683,748,700,734,600,783,732,850] HDS:[0Nqnv,0bInR,0cKnS,0Q2nS,0PMnx,4LKnR,4Kun#,4hqnP,4hcnz,4hInP,8Ksnw,8gcny,8Qony,8PInV,8ecn#,CasnQ,CRunz,Cb8nV,CQKnS,Cd2nz] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849988,گمشده در دریا,4000,36,8/7/2023 9:43:20 AM,31361c91-1659-4d36-8710-a39c01784035,aida,36,"798,647,913,680,679,648,679,648,548,978,661,698,779,696,698,831,631,548,681,628","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[800,650,916,683,683,651,683,648,549,982,666,699,784,699,699,833,633,550,682,630] HDS:[0P8nR,0RonP,0aan#,0Kcnw,0fInV,4a8nw,4K2nU,4Oanw,4eKnQ,4PsnV,8hqnz,8LInx,8RYnT,8d2nT,8eOnw,CNKnP,Cg4nu,Cc4nu,CQ4nO,Ch2nz] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849987,حافظه عسلی,4500,18,8/7/2023 9:42:54 AM,a9466791-0463-480a-aaf8-ef79e4902c94,ilia,7,,TFS:[] RTS:[] HDS:[] CHD:[0J4555737258575774505271014H4H06064G6A202B4I4G29066E4A000A4],0,0,,,TRUE,
849988,گمشده در دریا,2000,36,8/7/2023 9:42:43 AM,31361c91-1659-4d36-8710-a39c01784035,aida,37,"1499,863,764,1313,863,647,632,547,662,914,781,794,845,745,812,613,713,696,846,663","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[1501,866,766,1314,865,649,635,550,667,916,784,799,850,750,817,616,716,700,849,666] HDS:[0fKn$,0LInV,0hunv,0KOn#,0fon$,4f4nR,4QKnu,4genO,4aYnU,4d6nP,8hMnv,8KOn#,8b4nV,8LKn$,8hYnz,Cgsny,CganS,CNsnT,Cb6nV,CNsnT] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849987,حافظه عسلی,4500,18,8/7/2023 9:42:40 AM,a9466791-0463-480a-aaf8-ef79e4902c94,ilia,31,"22573,1150,817,851,2133,801,699,1251,716,851","TFS:[TFTFFTFTFF] RTS:[22573,1150,817,849,2133,800,700,1250,717,850] HDS:[4,P,3,C,K,6,L,9,H,D] CHD:[0J4H1A3E3B3C3D3G1I1H3810216D4823224E4700066F6G26054C4B03044]",4,6,TFTFFTFTFF,,FALSE,
849987,حافظه عسلی,4200,18,8/7/2023 9:42:02 AM,a9466791-0463-480a-aaf8-ef79e4902c94,ilia,18,"750,1801,1217,10303,999,534,433,783,751,1084","TFS:[TTTFTFTTTT] RTS:[750,1800,1215,10304,1000,533,434,782,750,1083] HDS:[5,7,3,J,6,R,4,8,1,2] CHD:[0J4272505776797457557175294H6B07086D4D03054D6I240B6G6B28246]",8,2,TTTFTFTTTT,,FALSE,
