#,نام بازی,امتیاز,سطح,زمان,کاربر,نام کاربری,مدت(ثانیه),زمان واکنش(میلی ثانیه),جزئیات,پاسخ های درست,پاسخ های غلط,رشته درست و غلط,تنظیمات پیشرفته,پایان یافته,بیشتر
849812,گمشده در دریا,2100,36,8/6/2023 11:00:03 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,40,"96,513,1350,2038,898,1351,1419,1401,998,8,579,911,1017,1147,1283,867,59,145,1131","TFS:[FTTTTTTTFFTTTTTFFFT] RTS:[101,518,1357,2042,904,1356,1424,1406,1006,15,586,919,1022,1155,1289,871,67,149,1139] HDS:[0O4nP,0O4nQ,0gsnu,0Q2nu,0OqnU,4danv,4hcnv,4benx,4c4nU,4NInU,4b8nV,4b4nV,4cqnu,4benV,4gany,8R8nw,8bqnz,8LenP,8aKnU] CHD:[]",13,6,FTTTTTTTFFTTTTTFFFT,,TRUE,
849812,گمشده در دریا,1100,36,8/6/2023 10:59:22 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,50,"1439,1668,4101,2914,916,1637,1295,850,1096,1150,1249,1184,1248,1066,1219,1234,1165,430,1600,1062","TFS:[FTFTTTTFTTFTTTTTFTTF] RTS:[1442,1672,4103,2916,920,1643,1305,853,1103,1155,1256,1189,1256,1071,1224,1240,1172,435,1606,1071] HDS:[0LonT,0Nonv,0fInP,0K8nw,0a4nQ,0QInO,0LMn$,0L8n#,0h4nz,0MMnO,4Psnz,4K4nw,4P4n$,4OqnQ,4O8nQ,8aInQ,8PMn#,8LMnR,8genu,8dIn$] CHD:[]",14,6,FTFTTTTFTTFTTTTTFTTF,,FALSE,
849811,ابرهای بارانی,2400,16,8/6/2023 10:57:27 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,49,"1316,1052,784,617,1369","TFS:[TTTTT] RTS:[1316,1051,785,616,1368] HDS:[I,J,C,H,B] CHD:[0024602465027146025714]",5,0,TTTTT,,TRUE,
849808,گمشده در دریا,2950,35,8/6/2023 10:56:50 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,44,"515,734,1285,1352,1436,1152,1286,2140,2073,1588,1000,1386,1303,1285,1219,1704,1320","TFS:[FFTFTTTTTTTTTTTTT] RTS:[518,737,1290,1356,1440,1155,1289,2145,2076,1591,1002,1390,1306,1289,1222,1708,1323] HDS:[0h6Pu,0M4PP,0a8P#,0LuPT,0fYPV,0huPP,0PcPx,0buPV,0PKPR,0fcPx,4QuPu,4LMP$,4QcPO,4gaPS,4gOPu,8fYP$,8LePR] CHD:[]",14,3,FFTFTTTTTTTTTTTTT,,TRUE,
849811,ابرهای بارانی,900,16,8/6/2023 10:56:38 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,22,"1171,1585,974,478,3522,1498","TFS:[TTTTFF] RTS:[1169,1586,971,479,3522,1499] HDS:[J,9,7,8,G,C] CHD:[0024601235146023460254]",4,2,TTTTFF,,FALSE,
849811,ابرهای بارانی,0,16,8/6/2023 10:56:15 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,19,"1219,3194,1044,1130,1122,698","TFS:[TTFFFF] RTS:[1219,3197,1045,1128,1123,699] HDS:[B,5,7,J,D,8] CHD:[0032541602463025146024]",2,4,TTFFFF,,FALSE,
849808,گمشده در دریا,1700,34,8/6/2023 10:56:05 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,46,"1941,1623,1454,1606,1152,1372,1355,951,1204,1421,1705,1254,1472,1253,1053,1036,836,919,1088,733","TFS:[TTTTTTFTTTTTTTTTTTFT] RTS:[1943,1625,1456,1608,1154,1373,1356,954,1205,1423,1708,1256,1474,1255,1055,1038,838,922,1088,736] HDS:[0eM9#,0RO9z,0Q89y,0K49w,0Os9U,4QM9S,4Lu9z,4ao9U,4NI9P,4Pc9$,8Os9U,8P89R,8cO9u,8NO9z,8Qs9y,Chq9T,CO89w,Ca49#,CgI9#,CaM9Q] CHD:[]",18,2,TTTTTTFTTTTTTTTTTTFT,,FALSE,
849805,ابرهای بارانی,2400,15,8/6/2023 10:55:32 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,15,"1222,765","TFS:[TT] RTS:[1223,766] HDS:[D,4] CHD:[002461027460217460172]",2,0,TT,,TRUE,
849805,ابرهای بارانی,1800,15,8/6/2023 10:55:16 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,52,"1063,1722,437,18891,13806,3737","TFS:[TTTTFF] RTS:[1062,1725,437,18891,13806,3737] HDS:[9,2,G,7,B,C] CHD:[002746057254602467025]",4,2,TTTTFF,,FALSE,
849804,حافظه لغات,900,3,8/6/2023 10:54:37 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,,TFS:[] RTS:[] HDS:[] CHD:[0R1A30C00NA1PE1g30C],0,0,,,TRUE,
849804,حافظه لغات,900,3,8/6/2023 10:54:31 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,38,"3533,1556,2963,2242,2327,2745","TFS:[TTTTTT] RTS:[3534,1557,2964,2243,2328,2746] HDS:[] CHD:[0001E0m71150o711A0G]",6,0,TTTTTT,,FALSE,
849805,ابرهای بارانی,900,15,8/6/2023 10:54:23 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,23,"4459,3015,501,420,2066,1209","TFS:[TTTTFF] RTS:[4464,3019,500,419,2067,1209] HDS:[I,8,E,J,6,0] CHD:[002416024360124360213]",4,2,TTTTFF,,FALSE,
849804,حافظه لغات,300,3,8/6/2023 10:53:53 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,45,"3434,5006,5577,4437,2946,4236","TFS:[TFTTTF] RTS:[3434,5007,5577,4438,2948,4237] HDS:[] CHD:[0L0p01581SF1881SI1r]",4,2,TFTTTF,,FALSE,
849803,ابرهای بارانی,1500,15,8/6/2023 10:53:32 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,39,"5607,8799,555,7939,1570","TFS:[TTTFF] RTS:[5608,8796,557,7938,1571] HDS:[J,I,B,F,8] CHD:[010246024670127460217]",3,2,TTTFF,,TRUE,
849803,ابرهای بارانی,900,15,8/6/2023 10:52:52 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,52,"7722,546,685,7226,19429,5276","TFS:[TTTTFF] RTS:[7722,551,684,7227,19429,5275] HDS:[B,I,D,8,F,E] CHD:[002460243560325460352]",4,2,TTTTFF,,FALSE,
849792,ابرهای بارانی,2400,14,8/6/2023 10:50:50 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,33,"5059,1099,818,2655,2118","TFS:[TTTTT] RTS:[5059,1097,818,2656,2117] HDS:[B,9,H,F,C] CHD:[002460246072774670772]",5,0,TTTTT,,TRUE,
849792,ابرهای بارانی,900,14,8/6/2023 10:50:16 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,57,"32570,1261,1366,712,9841,691","TFS:[TTTTFF] RTS:[32568,1265,1367,712,9838,692] HDS:[H,A,9,G,B,F] CHD:[007724602477602467702]",4,2,TTTTFF,,FALSE,
849778,حافظه لغات,1300,2,8/6/2023 10:43:42 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,16,3582,TFS:[T] RTS:[3584] HDS:[] CHD:[001wT0ZG1O01gG1OF0G],1,0,T,,TRUE,
849778,حافظه لغات,1200,2,8/6/2023 10:43:25 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,38,"2777,2528,2812,3533,786,3817","TFS:[TTTTTT] RTS:[2778,2529,2813,3534,787,3818] HDS:[] CHD:[0F0C01MQ0H30ZQ0H01A]",6,0,TTTTTT,,FALSE,
849778,حافظه لغات,600,2,8/6/2023 10:42:46 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,35,"3717,3046,3281,2410,1841,972","TFS:[TTTTTT] RTS:[3718,3046,3282,2411,1841,972] HDS:[] CHD:[0H0$01PJ1K00hS0cS0c]",6,0,TTTTTT,,FALSE,
849776,گمشده در دریا,1300,35,8/6/2023 10:40:22 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,9,"1102,915,735,719,211","TFS:[FFFTF] RTS:[1104,920,736,720,216] HDS:[COKPy,CfqPT,CeeP$,CacP#,Ce2Py] CHD:[]",1,4,FFFTF,,TRUE,
849776,گمشده در دریا,1400,36,8/6/2023 10:40:12 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,19,"1690,1434,1013,595,57,330,95,1062,414,1415","TFS:[TTFFFFFTFF] RTS:[1692,1440,1022,603,67,335,99,1071,420,1423] HDS:[0a4nQ,0K4nQ,0acnS,0hcn#,0eInz,0MYnw,0O2nS,0MenS,0PInw,0Nqny] CHD:[]",3,7,TTFFFFFTFF,,FALSE,
849776,گمشده در دریا,1450,36,8/6/2023 10:39:54 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,61,"1835,1686,1820,1247,1214,1531,1582,1665,1300,1683,1102,1633,1110,1179,2087,1080,1103,715,1096,776,1153,1400,1402,1349,1750","TFS:[TTFTTFTTTTTTTTFFFFFTTTTTT] RTS:[1843,1691,1826,1254,1222,1538,1590,1674,1306,1690,1104,1642,1120,1190,2093,1087,1105,721,1103,785,1157,1407,1406,1357,1756] HDS:[0aanU,0honP,0Q6nQ,0PKnV,0Rqnz,4aanS,4a6n#,4geny,4RonP,4gOnS,8hsnv,8R6nz,8MqnS,8hunT,8aInP,Ca6nT,CMqnv,CgunP,CQOnz,CQYny,8henv,8LMnR,8c4nO,8eonU,8Lan$] CHD:[]",18,7,TTFTTFTTTTTTTTFFFFFTTTTTT,,FALSE,
849770,خوشمزه یاب,6500,20,8/6/2023 10:34:43 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,4,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849770,خوشمزه یاب,6500,20,8/6/2023 10:34:38 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,8,6327,TFS:[T] RTS:[6331] HDS:[2AICISI4SPjdhQeLclEOQNkQbTLKRVbK] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,6000,20,8/6/2023 10:34:30 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3579,TFS:[T] RTS:[3583] HDS:[2BH2HAHQUTjbUhVeafiDbfgMcSQPVge] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,5500,20,8/6/2023 10:34:24 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,9,7265,TFS:[T] RTS:[7268] HDS:[2AI4ICIKLUhfQkbgTKDcShVTcgjULd] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,5000,20,8/6/2023 10:34:15 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5019,TFS:[T] RTS:[5024] HDS:[1J0H0901RSajQMljLVPfgTPOfON5MUS] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,4500,20,8/6/2023 10:34:07 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,4920,TFS:[T] RTS:[4924] HDS:[149Q1I12UNckDffbLOliOhgKgjiPT] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,4000,20,8/6/2023 10:34:00 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,4048,TFS:[T] RTS:[4052] HDS:[19Hf111XKQablTgTg9bPNcfRTdcLhj] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,3500,20,8/6/2023 10:33:54 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,4034,TFS:[T] RTS:[4037] HDS:[1AG90P0HPSbaSPUdTRBLbldPeTUKMQb] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,3000,20,8/6/2023 10:33:48 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3847,TFS:[T] RTS:[3851] HDS:[1H8K040SOMekPQlkbifLMfQilDbU] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,2500,20,8/6/2023 10:33:42 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,4099,TFS:[T] RTS:[4103] HDS:[02H21I1oKSFaeUjbLLLjfkTchMNPMj] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,2000,20,8/6/2023 10:33:36 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,4501,TFS:[T] RTS:[4506] HDS:[0KGC0K0SNMcbVkSeLQiVTfUTfUbb4g] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,1500,20,8/6/2023 10:33:29 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5555,TFS:[T] RTS:[5560] HDS:[0JHv1P11NQlaTMkiLKTOkMkhPjLA] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,1000,20,8/6/2023 10:33:22 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3714,TFS:[T] RTS:[3718] HDS:[0CHo1A1QQTfkRahefdiO9ajTiVbjcLL] CHD:[],1,0,T,,FALSE,
849770,خوشمزه یاب,500,20,8/6/2023 10:33:16 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,4,4086,TFS:[T] RTS:[4086] HDS:[0II9212HPTalPLbUbjbdkTcgkcBKPRT] CHD:[],1,0,T,,FALSE,
849769,گروه سرود,3450,14,8/6/2023 10:32:19 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,17,1808,TFS:[T] RTS:[1809] HDS:[3] CHD:[0A71346B26471B598311A72],1,0,T,,TRUE,
849769,گروه سرود,3150,14,8/6/2023 10:31:59 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,35,"1422,6044,3667,1689,2261,2376","TFS:[TTTTTF] RTS:[1422,6045,3667,1689,2262,2377] HDS:[5,9,B,A,5,1] CHD:[0B5937A16872C049359BA5B1]",5,1,TTTTTF,,FALSE,
849769,گروه سرود,1800,14,8/6/2023 10:31:22 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,33,"3249,2076,4353,3014,1876,3499","TFS:[TTTTTT] RTS:[3249,2076,4353,3015,1876,3500] HDS:[5,9,B,A,5,B] CHD:[0B5937A16872C049359BA5B]",6,0,TTTTTT,,FALSE,
849765,خوشمزه یاب,4400,19,8/6/2023 10:29:54 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849765,خوشمزه یاب,4400,19,8/6/2023 10:29:47 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,13,11151,TFS:[T] RTS:[11155] HDS:[23G5GTGPUTf4jfLabllSbfQikjNLTg] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,4000,19,8/6/2023 10:29:34 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3128,TFS:[T] RTS:[3131] HDS:[1K0B0S04ULicjMedgTQbahgLTNVk9] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,3600,19,8/6/2023 10:29:29 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,14,12659,TFS:[T] RTS:[12663] HDS:[1L212O2AQSkjMjVShPajUKUQlLPTeA] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,3200,19,8/6/2023 10:29:14 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5690,TFS:[T] RTS:[5693] HDS:[1KIR2Q22TQabhgfSljQTccfcPUUb7hf] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,2800,19,8/6/2023 10:29:06 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5624,TFS:[T] RTS:[5628] HDS:[13IJ2K2ILReCdlKcbaPPUTPhNcTgSbkk] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,2400,19,8/6/2023 10:28:58 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3512,TFS:[T] RTS:[3517] HDS:[1JQ42829NMbgPTefjkMQkMVSaOREa] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,2000,19,8/6/2023 10:28:53 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3631,TFS:[T] RTS:[3634] HDS:[04GS0G0LTLlb5bVfMeRSUajgcPSUR] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,1600,19,8/6/2023 10:28:47 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5138,TFS:[T] RTS:[5141] HDS:[00GL0P0SFUObaLSkkcNgQfjPlKfLOfTR] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,1200,19,8/6/2023 10:28:40 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3880,TFS:[T] RTS:[3884] HDS:[0BH1121uNRagPjUbcOK5ifkjLOfQPlT] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,800,19,8/6/2023 10:28:35 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5190,TFS:[T] RTS:[5193] HDS:[0CG10O0QOSigNjMTVTbQAMkkPhcL] CHD:[],1,0,T,,FALSE,
849765,خوشمزه یاب,400,19,8/6/2023 10:28:26 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,3,3482,TFS:[T] RTS:[3484] HDS:[0CGC0P03QUklPbibTcfh9OlhTUMPNTK] CHD:[],1,0,T,,FALSE,
849763,گمشده در دریا,1500,36,8/6/2023 10:27:16 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,14,"1620,2073,1401,1666,1199","TFS:[FTTTT] RTS:[1625,2078,1407,1675,1206] HDS:[0g8nQ,0eKnQ,0henP,0fOn$,0MenS] CHD:[]",4,1,FTTTT,,TRUE,
849763,گمشده در دریا,1150,35,8/6/2023 10:27:01 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,75,"1858,1687,1018,1722,1319,2763,3699,1739,1486,2007,1487,2259,1253,2359,1655,2108,1924,1756,1855,2055,1233,1820,1888,2441,2175","TFS:[TTFTFTTTFFFTFFTFTTFTTTTTT] RTS:[1860,1692,1022,1725,1323,2764,3702,1743,1490,2010,1489,2261,1255,2362,1658,2110,1927,1759,1858,2060,1240,1826,1891,2444,2177] HDS:[0PMPx,0PKP$,0hIPV,0h8PP,0KcPS,0fuPx,0fOPR,0Q4PO,0Q6PU,0guPP,0hqPu,0KsPQ,0N8Pw,0hOPx,0QqPO,0dOP$,0NaPP,0aePQ,0KcPO,0hqPz,0fKP$,0hoPT,0gMPO,0LIPR,0gaPO] CHD:[]",16,9,TTFTFTTTFFFTFFTFTTFTTTTTT,,FALSE,
849759,حافظه لغات,800,1,8/6/2023 10:24:31 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,14,2176,TFS:[T] RTS:[2177] HDS:[] CHD:[0G1z00fJ1HG1zR0d],1,0,T,,TRUE,
849759,حافظه لغات,700,1,8/6/2023 10:24:17 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,41,"2577,3030,8188,4402,3114","TFS:[TTFTT] RTS:[2579,3031,8189,4402,3114] HDS:[] CHD:[0Q27L1wQ27724019]",4,1,TTFTT,,FALSE,
849759,حافظه لغات,350,1,8/6/2023 10:23:36 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,35,"3618,2980,2443,5007,4621","TFS:[TFTTT] RTS:[3619,2981,2444,5008,4623] HDS:[] CHD:[0L1PQ0yD1J01KQ0y]",4,1,TFTTT,,FALSE,
849756,حافظه لغات,850,1,8/6/2023 10:17:14 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,4,,TFS:[] RTS:[] HDS:[] CHD:[0P0p21O00XP0pD0n],0,0,,,TRUE,
849756,حافظه لغات,850,1,8/6/2023 10:17:09 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,41,"5054,3343,4559,4615,4495","TFS:[TTTFT] RTS:[5055,3343,4560,4616,4495] HDS:[] CHD:[071A01HN0#O1NO1N]",4,1,TTTFT,,FALSE,
849756,حافظه لغات,500,1,8/6/2023 10:16:27 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,44,"6831,4551,4255,6303,5223","TFS:[TTTTT] RTS:[6832,4552,4255,6304,5223] HDS:[] CHD:[0T0YJ22017J22A1l]",5,0,TTTTT,,FALSE,
849752,خوشمزه یاب,2400,18,8/6/2023 10:13:21 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849752,خوشمزه یاب,2400,18,8/6/2023 10:13:15 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,8,6388,TFS:[T] RTS:[6391] HDS:[02Hg1e1h1fTQ4gfvsLQsTxTtkzu] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,2000,18,8/6/2023 10:13:07 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5556,TFS:[T] RTS:[5560] HDS:[02II2H2J2GLMBfcws$gazvzS$] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,1600,18,8/6/2023 10:12:59 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,24,22881,TFS:[T] RTS:[22885] HDS:[09GR0P0S0TQLkjtsdUL6ejggfv] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,1200,18,8/6/2023 10:12:34 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,4,2778,TFS:[T] RTS:[2780] HDS:[0EIO2Q2P2RPLkerwrbtMVR#zDSPw] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,800,18,8/6/2023 10:12:29 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,10,8657,TFS:[T] RTS:[8659] HDS:[05I9282B2AKLjcuDzSjbwfft#q] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,400,18,8/6/2023 10:12:19 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5807,TFS:[F] RTS:[5811] HDS:[05IB2C2829LOgky#aDdffbPkT] CHD:[],0,1,F,,FALSE,
849752,خوشمزه یاب,600,18,8/6/2023 10:12:11 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5858,TFS:[T] RTS:[5861] HDS:[09Hm1p1o1nNVcfrzfLk9daOwMqhV] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,200,18,8/6/2023 10:12:03 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,4780,TFS:[T] RTS:[4784] HDS:[0AII2K2J2HKPebvxKvx$DrbzUfsrt] CHD:[],1,0,T,,FALSE,
849752,خوشمزه یاب,-200,18,8/6/2023 10:11:56 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,6201,TFS:[F] RTS:[6202] HDS:[05HA191B18TOffArttzsrgRMa] CHD:[],0,1,F,,FALSE,
849748,خوشمزه یاب,3600,17,8/6/2023 10:11:15 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,20,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849748,خوشمزه یاب,3600,17,8/6/2023 10:10:54 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,9,7684,TFS:[T] RTS:[7688] HDS:[171Y1g1A1wNOcgsrg8i#qalrbkQkT] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,3200,17,8/6/2023 10:10:45 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,10,8554,TFS:[T] RTS:[8559] HDS:[160J0R0B03RKjfvw6LQbtMPb#] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,2800,17,8/6/2023 10:10:34 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5171,TFS:[T] RTS:[5174] HDS:[1C0B030J0RRQlkzuedicKg9jaiLV] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,2400,17,8/6/2023 10:10:27 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,6,4099,TFS:[T] RTS:[4103] HDS:[179x1h1J13NVjbswb4ifMQfxbskjN] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,2000,17,8/6/2023 10:10:20 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,9,7249,TFS:[T] RTS:[7251] HDS:[02GH090P01URCflvu$LrQLMzPvT#] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,1600,17,8/6/2023 10:10:11 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,10,8035,TFS:[T] RTS:[8039] HDS:[06G80G000ONNlbxvAKjvkVjSa] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,1200,17,8/6/2023 10:10:01 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,3313,TFS:[T] RTS:[3316] HDS:[0GHx1h1Z1JSLgazvwTxwUVVcbv4] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,800,17,8/6/2023 10:09:55 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,7,5421,TFS:[T] RTS:[5425] HDS:[0DGS0C040KLQkfzvqky$dv#8ibLr] CHD:[],1,0,T,,FALSE,
849748,خوشمزه یاب,400,17,8/6/2023 10:09:48 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,4,4319,TFS:[T] RTS:[4320] HDS:[0CHo121Y1IPLdj$qUQPOwO9sRj] CHD:[],1,0,T,,FALSE,
849745,مسئول کنترل,0,13,8/6/2023 9:32:27 PM,1ac3985e-da13-4228-8ef5-1cff5009af62,Danial.zahed,91,"218,142,226,110,83,209,765,200,340,375,881,881,207,879,127","TFS:[TFTTFTFTFFFFFFF] RTS:[221,143,233,113,86,214,773,198,342,375,879,879,207,879,132] HDS:[000,00E,00J,00S,00c,00l,00u,00w,011,012,015,01A,01G,01P,01T] CHD:[1X7bX5818R26TJKMCCaEcM2bCa4Q1C1SXEHMC4NIKY1P9IU86GNbZ4WQ53YRFV7U2HVI0a61N7OZW3XI6NN6F3Q3BOOL5bcO3FWDV1FTF]",5,10,TFTTFTFTFFFFFFF,,TRUE,
849744,مسئول کنترل,2100,13,8/6/2023 9:30:23 PM,1ac3985e-da13-4228-8ef5-1cff5009af62,Danial.zahed,91,"235,418,18,217,151,186,309,167,123,349","TFS:[TFTFTTTTTT] RTS:[241,423,17,219,157,190,313,174,129,349] HDS:[000,006,00C,00J,00T,00c,00s,00$,018,01N] CHD:[06252440B730417721B3407188B971170570418A49598B0A03A8398AB35A80313A95417A49385A749B3131309B3543A3A13B0899B49]",8,2,TFTFTTTTTT,,TRUE,
